edge_id,from_node,to_node,base_length,base_speed_limit,road_type,lanes,is_oneway
9460,2216948205,540444301,121.74799999999999,50.0,tertiary,2,1
9461,2216948207,540444301,11.84,30.0,residential,1,0
9462,2216948207,2216948203,9.947,50.0,tertiary,1,1
9463,2216948224,318762264,10.415,50.0,tertiary,2,1
9464,2216948224,2216948239,23.203000000000003,50.0,tertiary_link,1,1
9465,2216948230,318867560,44.646,70.0,secondary,2,1
9466,2216948230,2216948205,56.364000000000004,50.0,secondary_link,1,1
9467,2216948231,318762264,10.016,50.0,tertiary,1,1
9468,2216948231,2216948198,13.057,50.0,tertiary,1,1
9469,2216948239,924516738,168.06,50.0,tertiary,1,1
9470,2216956969,2216956978,141.962,50.0,tertiary,2,1
9471,2216956972,799423519,31.16,50.0,tertiary,1,1
9472,2216956972,12982676309,82.411,50.0,tertiary,2,1
9473,2216956973,318762050,13.842,50.0,secondary,2,1
9474,2216956973,2216956969,42.18,50.0,tertiary,2,1
9475,2216956975,6154187445,35.703,70.0,secondary,2,1
9476,2216956975,2216956973,16.363,50.0,tertiary,1,1
9477,2216956978,540439906,99.517,50.0,residential,1,0
9478,2216956978,799423519,81.802,50.0,tertiary,1,1
9479,2216964297,11018836787,17.805,50.0,tertiary,1,1
9480,2216964297,549254120,13.07,50.0,tertiary_link,1,1
9481,2216964312,2618788152,184.994,50.0,secondary,3,1
9482,2216964320,924516738,15.26,50.0,tertiary,1,1
9483,2216964320,2216948193,194.14,50.0,tertiary,3,1
9484,2216964326,2216964345,10.615,50.0,tertiary,4,1
9485,2216964326,1575611204,334.048,50.0,secondary,4,1
9486,2216964345,409835472,11.298,50.0,secondary,3,1
9487,2216964345,2216964297,197.78500000000003,50.0,tertiary,2,1
9488,2216964347,540433176,11.364,50.0,residential,1,0
9489,2216964347,2216970907,49.065,50.0,tertiary,1,1
9490,2216964355,2216964312,37.264,50.0,secondary_link,1,1
9491,2216964355,409835472,25.816,50.0,tertiary,4,1
9492,2216970907,2216970909,23.741,50.0,tertiary,1,0
9493,2216970907,540433176,49.034,50.0,tertiary,1,1
9494,2216970909,2216970907,23.741,50.0,tertiary,1,0
9495,2216970909,540432924,118.54499999999999,50.0,tertiary,1,0
9496,2216976744,6154187445,48.754999999999995,50.0,secondary_link,1,1
9497,2216976744,2216956975,30.565,50.0,tertiary,1,1
9498,2216978328,8717879067,51.507,50.0,secondary_link,1,1
9499,2216978328,318867658,33.372,50.0,secondary,3,1
9500,2216978329,9975639454,39.758,50.0,secondary,3,1
9501,2216978332,318867646,32.642,70.0,secondary,4,1
9502,2216978332,2216978329,43.830000000000005,50.0,secondary_link,1,1
9503,2216988420,540439101,30.965,50.0,residential,1,0
9504,2217011847,2365358069,14.302,50.0,tertiary,3,0
9505,2217011847,2515962059,45.688,50.0,tertiary,1,1
9506,2217011847,1931841483,138.652,50.0,residential,1,1
9507,2217011847,357529280,147.674,50.0,tertiary,2,0
9508,2217040457,2217040462,23.281000000000002,50.0,secondary_link,1,1
9509,2217040457,2470035560,27.027,50.0,secondary,2,1
9510,2217040462,357535066,81.732,50.0,tertiary,1,1
9511,2219832310,417772569,59.064,50.0,residential,1,1
9512,2219832310,420270888,149.48499999999999,50.0,residential,1,0
9513,2225766256,549268900,80.827,50.0,tertiary,1,1
9514,2225823711,35288643,19.172,50.0,tertiary,2,1
9515,2225823711,2225823718,28.567,50.0,secondary_link,1,1
9516,2225823713,343611361,29.597,50.0,secondary,2,1
9517,2225823713,2225823720,36.336,50.0,secondary_link,1,1
9518,2225823718,352938161,86.867,50.0,secondary,2,1
9519,2225823720,35288642,102.70899999999999,50.0,tertiary,1,1
9520,2225831427,343611515,29.056,50.0,secondary,2,1
9521,2225831427,342365168,85.768,50.0,secondary,2,1
9522,2225885617,968515103,31.432000000000002,50.0,tertiary,3,1
9523,2225885617,2344624300,49.184000000000005,50.0,tertiary_link,1,1
9524,2225888376,2534429512,124.605,50.0,tertiary,2,1
9525,2229213067,267815053,101.34700000000001,50.0,tertiary,1,1
9526,2229213068,2229213067,34.703,50.0,tertiary_link,1,1
9527,2229213068,1627528,31.235,50.0,tertiary,1,1
9528,2229213521,332204765,60.224000000000004,50.0,tertiary,1,1
9529,2231332721,352937792,137.547,50.0,tertiary,1,1
9530,2235188150,2235188151,70.816,50.0,residential,1,0
9531,2235188151,2235188152,8.195,50.0,residential,1,0
9532,2235188151,2235188150,70.816,50.0,residential,1,0
9533,2235188151,1951242733,17.579,50.0,residential,1,0
9534,2235188152,2235188151,8.195,50.0,residential,1,0
9535,2235188159,2002569411,9.449,50.0,residential,1,1
9536,2235188159,318182101,206.92000000000002,50.0,tertiary,2,1
9537,2235188168,886143282,13.232,50.0,tertiary_link,1,1
9538,2235188168,2235188173,53.035,50.0,tertiary,1,1
9539,2235188173,1931858750,18.411,50.0,tertiary,2,0
9540,2235188173,886143282,43.58,50.0,tertiary,1,1
9541,2263114434,318183193,70.331,30.0,tertiary,2,0
9542,2263114434,3817373294,117.42599999999999,30.0,residential,1,0
9543,2263114434,3817373294,67.279,30.0,tertiary,2,0
9544,2264252012,1143763330,169.22699999999998,50.0,residential,1,0
9545,2264252012,540449079,60.285,50.0,residential,1,0
9546,2264252012,1143763276,161.44400000000002,50.0,residential,1,0
9547,2264252015,1143763276,6.829,50.0,residential,1,0
9548,2264252015,1474029217,27.436,30.0,living_street,1,0
9549,2264252017,365769816,12.131,50.0,tertiary,2,0
9550,2264252017,540436945,53.36600000000001,50.0,tertiary,1,0
9551,2264252017,549248494,120.812,50.0,tertiary,2,0
9552,2264923592,1931855339,57.226,50.0,residential,1,0
9553,2264923593,1931855372,5.202,50.0,residential,1,0
9554,2264923596,1931855372,16.259,50.0,residential,1,0
9555,2264923598,2004137777,5.711,50.0,residential,1,0
9556,2264923601,2004137808,14.52,50.0,residential,1,0
9557,2264948150,540449840,92.25200000000001,50.0,residential,1,0
9558,2266143436,3909311113,32.521,50.0,secondary,2,1
9559,2266143436,540440145,31.747000000000003,50.0,residential,1,1
9560,2266143438,540438827,19.500999999999998,50.0,tertiary,1,1
9561,2266143438,2266143441,16.368000000000002,50.0,residential,1,1
9562,2266143441,540438827,17.622,50.0,residential,1,1
9563,2266143441,540439471,145.202,50.0,residential,1,0
9564,2266143462,540439020,25.784,50.0,tertiary,1,1
9565,2266143462,2266143464,19.273,50.0,residential,1,1
9566,2266143464,540439020,19.217,50.0,residential,1,1
9567,2266143464,540439101,279.721,50.0,residential,1,0
9568,2268450648,384676006,10.93,50.0,residential,1,1
9569,2268450648,5957905806,45.968,50.0,residential,1,0
9570,2268450648,5957905808,23.109,50.0,residential,1,0
9571,2274162150,3985298558,30.961,50.0,residential,1,1
9572,2274162150,1628415520,85.67,50.0,living_street,1,1
9573,2279187182,282458426,127.84,60.0,secondary,4,1
9574,2294948482,540419855,22.045,50.0,residential,1,1
9575,2299865123,2299865150,73.5,50.0,residential,1,0
9576,2299865150,2299865123,73.5,50.0,residential,1,0
9577,2299865150,2110321286,39.198,50.0,residential,1,0
9578,2299865150,1672108864,365.857,50.0,residential,1,1
9579,2301848678,1127669612,334.7049999999999,50.0,tertiary,2,0
9580,2301848678,3609242086,37.867,50.0,tertiary,1,1
9581,2301848684,1192436472,48.43899999999999,50.0,tertiary,1,1
9582,2301848684,2612606596,257.76,50.0,tertiary,2,0
9583,2303015607,339428052,30.711000000000002,50.0,residential,2,1
9584,2303015607,2303015613,42.024,50.0,secondary_link,1,1
9585,2303015608,7006119060,237.535,50.0,residential,1,1
9586,2303015611,2303015608,44.21000000000001,50.0,secondary_link,1,1
9587,2303015611,361094742,30.79,60.0,secondary,3,1
9588,2303015613,2139449387,80.579,60.0,secondary,3,1
9589,2303015621,6337907153,8.601,70.0,tertiary,3,1
9590,2303015621,985869972,31.331,50.0,residential,1,1
9591,2303015625,985869969,137.04,70.0,tertiary,4,1
9592,2303015627,419737996,67.119,50.0,residential,1,1
9593,2303015627,2303015625,79.606,50.0,tertiary_link,1,1
9594,2303015630,2136690477,400.376,50.0,residential,1,1
9595,2303015634,419737965,51.887,70.0,tertiary,4,1
9596,2303015634,2303015630,89.15400000000001,50.0,tertiary_link,1,1
9597,2304907593,7996757599,8.103,50.0,secondary,2,1
9598,2304907593,9272060066,30.355,50.0,tertiary,1,1
9599,2309144518,2149039616,106.568,50.0,tertiary,2,1
9600,2309144530,282458435,24.284,70.0,trunk,4,1
9601,2310467934,2310467935,67.562,30.0,residential,1,0
9602,2310467934,581979915,205.72,30.0,residential,2,0
9603,2310467934,2083794011,160.04200000000003,30.0,residential,2,0
9604,2310467935,2310467934,67.562,30.0,residential,1,0
9605,2310467937,2083794011,137.008,30.0,residential,1,0
9606,2326837683,4239906732,243.747,50.0,primary,4,1
9607,2343721438,336102511,20.497,30.0,tertiary,1,1
9608,2344604151,1329704,15.262,50.0,tertiary,1,1
9609,2344604151,2344604158,16.869,50.0,secondary,4,1
9610,2344604154,1695279050,8.472,50.0,tertiary,2,1
9611,2344604154,1411567099,98.375,50.0,tertiary,2,1
9612,2344604156,1953636963,21.141,50.0,secondary_link,1,1
9613,2344604156,1366372695,14.656,50.0,tertiary,2,1
9614,2344604158,8319637684,18.881,50.0,secondary,4,1
9615,2344604161,2006016774,27.294999999999998,50.0,secondary_link,1,1
9616,2344604161,1697461106,20.524,50.0,tertiary,3,1
9617,2344624287,1252167908,52.254,50.0,secondary,4,1
9618,2344624293,3723792724,154.29099999999997,50.0,residential,1,0
9619,2344624293,2344624287,47.605999999999995,50.0,residential,1,1
9620,2344624300,2473987408,34.815,50.0,tertiary,2,1
9621,2344624315,2344624287,58.702,50.0,secondary,4,1
9622,2344624315,2344624293,47.995,50.0,residential,1,1
9623,2349733294,314749766,44.281,50.0,primary,2,1
9624,2349733294,11008394312,63.07600000000001,50.0,primary_link,1,1
9625,2349733321,3910502426,304.546,50.0,tertiary,2,0
9626,2349733321,354027676,78.62599999999999,60.0,tertiary,1,1
9627,2349733341,197469603,63.315,50.0,tertiary_link,1,1
9628,2349733341,2349733328,79.11,50.0,primary_link,1,1
9629,2365353763,2365353786,13.589,50.0,tertiary,1,1
9630,2365353763,1574582531,9.334,50.0,tertiary,1,1
9631,2365353778,384604491,39.457,50.0,tertiary,3,1
9632,2365353783,57046734,64.392,50.0,residential,2,1
9633,2365353786,1574582578,34.485,50.0,tertiary,2,1
9634,2365353799,10761678350,79.449,50.0,tertiary,3,0
9635,2365353799,3992803577,35.917,50.0,tertiary,3,0
9636,2365353799,2365353816,16.723,50.0,residential,1,1
9637,2365353816,681578494,108.188,50.0,residential,1,1
9638,2365358069,2217011847,14.302,50.0,tertiary,3,0
9639,2365358069,318759301,26.820999999999998,50.0,tertiary,1,1
9640,2365374912,1226885,140.10399999999998,50.0,secondary,6,1
9641,2373734838,3406707383,9.364,50.0,tertiary,2,1
9642,2373857201,1750275775,41.085,50.0,residential,1,1
9643,2373857201,1750275770,285.726,50.0,residential,2,0
9644,2373960339,339427555,19.958,50.0,residential,2,1
9645,2373960339,558703050,321.419,60.0,secondary,1,1
9646,2374499611,2374499621,97.912,50.0,secondary,1,1
9647,2374499611,340424076,11.259,50.0,residential,1,1
9648,2374499613,1683209667,68.82000000000001,50.0,tertiary,2,1
9649,2374499617,1574582513,14.498,50.0,tertiary,3,1
9650,2374499621,289498191,10.127,50.0,residential,1,0
9651,2374499621,343212330,87.078,50.0,secondary,2,1
9652,2374503289,1411567099,7.965,50.0,residential,1,0
9653,2374503289,1411567097,45.836,50.0,tertiary,2,1
9654,2374503289,1411567096,138.982,50.0,residential,1,0
9655,2379510922,2379510928,209.48399999999998,50.0,unclassified,1,0
9656,2379510928,2379510929,32.989,50.0,unclassified,1,0
9657,2379510928,1458980341,378.638,50.0,unclassified,1,0
9658,2379510928,2379510922,209.484,50.0,unclassified,1,0
9659,2379510929,2379510928,32.989,50.0,unclassified,1,0
9660,2380561349,1731265585,118.255,50.0,tertiary,2,1
9661,2380561349,9410757380,78.489,50.0,tertiary,2,1
9662,2380561396,412815787,11.141,50.0,residential,1,1
9663,2380561396,2380561349,73.237,50.0,tertiary,2,1
9664,2381515598,2470035560,7.448,50.0,secondary,1,1
9665,2381515598,1950406018,21.613999999999997,50.0,secondary,1,1
9666,2381576084,3717712396,44.252,50.0,tertiary,3,1
9667,2383595033,11059382591,166.149,50.0,secondary,2,1
9668,2384741926,334710408,8.994,50.0,tertiary,2,0
9669,2384741926,2474040359,171.277,50.0,residential,1,1
9670,2384741926,384691747,106.628,50.0,tertiary,2,0
9671,2390930262,1571763570,176.868,50.0,tertiary,1,1
9672,2390930262,1571656174,54.67,50.0,tertiary,2,0
9673,2403217894,34132762,66.997,30.0,residential,1,1
9674,2432701011,2432701015,65.69399999999999,50.0,secondary_link,2,1
9675,2432701011,312283187,47.932,50.0,secondary,3,1
9676,2432701015,342293399,336.025,60.0,secondary,3,1
9677,2435366215,1329719,10.514,50.0,tertiary,2,0
9678,2435366218,1329719,17.958,50.0,tertiary,2,0
9679,2435366218,2435366221,28.25,50.0,secondary_link,1,1
9680,2435366221,1329714,161.563,50.0,secondary,3,1
9681,2437717857,540431406,75.15,50.0,residential,1,1
9682,2437717857,2567910218,93.81800000000001,50.0,residential,1,1
9683,2437718004,540427737,15.081,50.0,tertiary,2,1
9684,2446033616,4139634056,12.435,50.0,living_street,1,0
9685,2449285214,2196477282,2.659,50.0,secondary,2,1
9686,2449285214,2449285218,95.43700000000001,50.0,residential,1,0
9687,2449285218,2449285214,95.437,50.0,residential,1,0
9688,2451939174,10981805276,558.791,50.0,living_street,1,0
9689,2460915968,540434379,151.673,50.0,residential,1,0
9690,2469720080,343211541,70.725,50.0,tertiary,2,0
9691,2469720080,290614029,76.033,50.0,tertiary,1,1
9692,2469720080,290614131,97.432,50.0,residential,1,1
9693,2469848036,1627580,6.991,50.0,tertiary,1,0
9694,2469848036,362654303,116.86599999999999,30.0,"['tertiary', 'residential']",1,1
9695,2469848068,2469848073,9.4,50.0,tertiary_link,1,1
9696,2469848068,384656323,8.863,50.0,residential,1,1
9697,2469848073,384662488,74.608,50.0,tertiary,1,1
9698,2469848123,340121936,133.82,30.0,residential,1,1
9699,2469848123,1941637469,86.302,50.0,residential,1,1
9700,2469848138,412403935,109.997,30.0,residential,1,1
9701,2469848138,1941637478,92.298,50.0,tertiary,1,1
9702,2469848149,2403217894,131.10199999999998,30.0,residential,1,1
9703,2469848149,29944865,199.036,50.0,tertiary,1,1
9704,2469848159,412399663,64.091,50.0,residential,1,1
9705,2469848159,2469848162,130.21499999999997,50.0,tertiary_link,1,1
9706,2469848162,367369362,115.544,50.0,tertiary,1,0
9707,2469848162,12771027382,22.673000000000002,50.0,tertiary_link,1,1
9708,2469958048,357504499,88.932,30.0,residential,1,1
9709,2469958048,315468520,70.126,50.0,residential,1,1
9710,2469958071,7769911996,83.46099999999998,30.0,residential,1,1
9711,2469958071,412521761,112.96199999999999,50.0,residential,2,0
9712,2469958092,2470061832,37.778,50.0,tertiary,3,0
9713,2469958092,681517403,55.797,50.0,tertiary,2,1
9714,2469958092,3992803577,56.942,50.0,tertiary,3,0
9715,2469958094,1574692795,75.902,50.0,tertiary,2,1
9716,2470035518,2225766256,16.113,50.0,tertiary,1,1
9717,2470035518,338658900,18.78,50.0,tertiary,1,1
9718,2470035520,2470035518,15.768,50.0,tertiary,1,1
9719,2470035520,2225766256,21.253999999999998,50.0,tertiary_link,1,1
9720,2470035532,1574692580,101.024,50.0,tertiary,1,1
9721,2470035560,2217040462,20.148,50.0,tertiary,1,1
9722,2470035560,2470035562,10.181,50.0,secondary,2,1
9723,2470035561,1931841493,6.619,50.0,residential,1,1
9724,2470035561,1143770884,50.974,50.0,secondary,2,1
9725,2470035562,580713872,66.187,50.0,residential,1,0
9726,2470035562,1931841493,93.958,50.0,secondary,2,1
9727,2470035562,2381515598,9.206,50.0,secondary,1,1
9728,2470061832,1628430724,41.198,50.0,tertiary,3,0
9729,2470061832,2469958092,37.778,50.0,tertiary,3,0
9730,2470061834,357500272,36.672,50.0,tertiary,3,0
9731,2470061834,2470061837,87.02399999999999,50.0,tertiary,3,0
9732,2470061837,286643444,37.17,50.0,tertiary,2,1
9733,2470061837,2470061834,87.024,50.0,tertiary,3,0
9734,2470061865,580704870,86.37,50.0,residential,1,1
9735,2470061865,705536611,80.443,50.0,tertiary,3,0
9736,2470061865,4141006990,153.276,50.0,tertiary,3,0
9737,2470061873,1208799499,57.289,50.0,tertiary,3,0
9738,2470061873,9307558594,20.578,50.0,tertiary,3,0
9739,2470061873,1208799508,32.171,30.0,residential,1,1
9740,2473987340,2344604151,12.805,50.0,secondary,1,1
9741,2473987340,2137606211,26.933,50.0,tertiary,1,1
9742,2473987367,1695279044,73.969,50.0,tertiary,2,1
9743,2473987367,7284338856,8.38,50.0,tertiary,2,1
9744,2473987374,1696731860,58.001000000000005,30.0,residential,1,0
9745,2473987382,2473987386,8.271,50.0,tertiary,1,1
9746,2473987382,1696757324,79.041,30.0,tertiary,1,1
9747,2473987386,386012533,9.448,30.0,tertiary,1,1
9748,2473987386,11155512365,29.442999999999998,50.0,tertiary,1,1
9749,2473987391,2225888376,27.744,50.0,tertiary,2,1
9750,2473987408,2473987431,100.536,50.0,tertiary,2,0
9751,2473987408,1696731803,70.973,30.0,residential,1,1
9752,2473987408,2473987412,22.3,50.0,tertiary,2,1
9753,2473987412,2225888376,50.981,50.0,tertiary_link,1,1
9754,2473987412,2473987391,42.48,50.0,tertiary,2,1
9755,2473987419,2473987431,22.328,50.0,tertiary_link,1,1
9756,2473987419,1696731860,17.155,30.0,residential,1,1
9757,2473987431,2473987408,100.536,50.0,tertiary,2,0
9758,2473987431,1696731860,18.159,50.0,tertiary,2,0
9759,2473987478,1227320,11.84,50.0,secondary,3,1
9760,2473987478,641134209,76.926,50.0,secondary,2,1
9761,2473987480,352934500,102.514,50.0,tertiary,2,1
9762,2473987480,2473987482,13.895,50.0,tertiary,2,1
9763,2473987480,352934158,223.858,50.0,tertiary,2,0
9764,2473987482,4166597195,71.918,50.0,tertiary,2,1
9765,2473987482,2144017091,9.026,50.0,tertiary,2,1
9766,2473987501,4166597195,13.709,50.0,tertiary,1,1
9767,2473987501,2144017091,65.34,50.0,tertiary,3,1
9768,2473987503,270490795,193.16199999999998,50.0,tertiary,1,1
9769,2473987503,2473987501,18.197000000000003,50.0,tertiary,2,1
9770,2473987515,2365353778,16.156,50.0,tertiary,3,1
9771,2473987515,34132755,101.87700000000001,50.0,tertiary,1,1
9772,2474040359,2144017098,189.866,50.0,tertiary,1,1
9773,2474040359,33388440,13.331,50.0,residential,1,1
9774,2475602290,340233156,92.721,30.0,secondary,2,1
9775,2475613573,681273909,341.857,50.0,tertiary,2,1
9776,2475613583,1312275221,22.84,50.0,tertiary,2,1
9777,2475613583,2475613573,33.827000000000005,50.0,tertiary_link,1,1
9778,2481674067,1121709466,16.305,30.0,residential,2,0
9779,2481674067,563945410,219.10500000000002,30.0,residential,2,0
9780,2481674083,1688194239,11.709,50.0,tertiary,2,1
9781,2481674083,2481674085,298.889,50.0,secondary,1,1
9782,2481674085,2481674094,45.517,50.0,secondary_link,1,1
9783,2481674085,4088996516,35.696,50.0,secondary,1,1
9784,2481674091,33956085,204.773,50.0,tertiary,1,1
9785,2481674094,290034699,174.82999999999998,50.0,secondary,1,1
9786,2481674098,563951867,82.7,50.0,tertiary,1,1
9787,2481674102,1688194239,300.187,50.0,secondary,1,1
9788,2481674130,2481674102,54.576,50.0,secondary_link,1,1
9789,2481674130,4088996516,45.881,50.0,secondary,1,1
9790,2481705161,744759701,24.194,50.0,residential,1,1
9791,2481705161,2481705182,213.702,30.0,residential,1,0
9792,2481705165,1228338,25.412,50.0,primary,2,1
9793,2481705165,563997181,9.352,30.0,tertiary,1,1
9794,2481705167,2129877253,81.226,30.0,residential,1,0
9795,2481705167,345413509,17.331,30.0,residential,1,0
9796,2481705167,2481705189,27.595,50.0,primary_link,1,1
9797,2481705169,2083793939,46.293,30.0,residential,1,0
9798,2481705169,2083793942,65.885,30.0,residential,1,0
9799,2481705169,2481705181,157.018,30.0,residential,1,0
9800,2481705172,563997526,11.93,30.0,residential,1,0
9801,2481705172,2481705237,104.96199999999999,30.0,tertiary,1,1
9802,2481705181,2083793939,46.335,30.0,residential,1,0
9803,2481705181,2481705169,157.01799999999997,30.0,residential,1,0
9804,2481705181,2481705182,50.835,30.0,residential,1,0
9805,2481705182,2481705218,53.660000000000004,30.0,residential,1,0
9806,2481705182,2481705181,50.835,30.0,residential,1,0
9807,2481705182,2481705161,213.70200000000003,30.0,residential,1,0
9808,2481705189,6427604013,101.9,50.0,primary,2,1
9809,2481705198,7160499215,302.499,50.0,tertiary,2,1
9810,2481705218,2481705182,53.660000000000004,30.0,residential,1,0
9811,2481705225,563997191,23.634,50.0,primary,2,1
9812,2481705225,563997523,26.542,50.0,primary_link,1,1
9813,2481705226,2481705235,22.938000000000002,50.0,primary_link,1,1
9814,2481705226,534365215,40.203,50.0,primary,2,1
9815,2481705235,684521376,43.296,30.0,residential,1,0
9816,2481705235,534376075,34.394,50.0,primary_link,1,1
9817,2481705237,1228338,32.289,50.0,primary_link,1,1
9818,2481705237,2481705165,15.122,30.0,tertiary,1,1
9819,2481705244,2481705161,26.238,50.0,residential,1,1
9820,2481705244,744759701,16.413,50.0,primary,2,1
9821,2485930974,5264234782,49.964,30.0,tertiary,1,0
9822,2485930974,415447033,45.304,30.0,tertiary,1,0
9823,2485930974,958070877,225.644,30.0,residential,1,0
9824,2485930975,958441421,104.432,30.0,residential,1,0
9825,2485930977,958070877,26.58,30.0,residential,1,0
9826,2490677639,563949008,159.367,30.0,residential,1,1
9827,2490677639,355867280,75.069,30.0,residential,1,0
9828,2490677649,563961083,38.84,30.0,residential,1,0
9829,2490677649,1288187378,84.077,30.0,residential,1,0
9830,2490677651,1288216857,70.758,30.0,residential,1,1
9831,2490677651,1288209090,8.292,30.0,residential,1,1
9832,2490677655,1288187378,33.084,30.0,residential,1,0
9833,2490677655,563953294,6.061,30.0,residential,1,0
9834,2490677655,563953312,101.981,30.0,residential,1,1
9835,2490677664,684521363,7.115,30.0,residential,1,1
9836,2490677664,684521278,180.744,30.0,residential,1,1
9837,2493584573,2493584577,93.312,50.0,residential,1,1
9838,2493584573,1571656623,48.181000000000004,50.0,residential,1,0
9839,2493584577,1571764034,70.118,50.0,residential,1,0
9840,2493584577,2493584662,59.23500000000001,50.0,residential,1,1
9841,2493584617,11111183722,14.189,50.0,tertiary,1,1
9842,2493584617,33956079,15.855,50.0,tertiary,2,1
9843,2493584635,1571656174,48.111000000000004,50.0,tertiary,1,1
9844,2493584635,2493584662,127.341,50.0,residential,1,1
9845,2493584662,2493584573,7.661,50.0,residential,1,1
9846,2493918001,286542526,119.953,50.0,tertiary,2,1
9847,2493918012,2493584617,14.314,50.0,tertiary,2,1
9848,2493918012,11111183722,19.02,50.0,tertiary_link,1,1
9849,2496365203,3699173878,95.536,50.0,tertiary,4,1
9850,2509747192,11059382591,68.441,50.0,secondary,3,0
9851,2509747192,1200021239,35.204,50.0,secondary,2,0
9852,2515962026,2515962044,20.881,50.0,residential,2,1
9853,2515962026,540434578,56.596000000000004,50.0,secondary,2,1
9854,2515962027,2515962046,20.969,50.0,tertiary_link,1,1
9855,2515962027,514532018,21.851,50.0,tertiary,1,1
9856,2515962041,540434571,56.143,50.0,residential,1,0
9857,2515962041,540433473,9.171,50.0,residential,1,0
9858,2515962041,2515962026,150.322,50.0,residential,2,1
9859,2515962043,472591117,60.065,50.0,tertiary,1,0
9860,2515962043,2216120240,17.424,50.0,tertiary_link,1,1
9861,2515962043,365769873,15.636,50.0,tertiary,1,0
9862,2515962044,540433475,8.943,50.0,secondary,3,1
9863,2515962044,4637004586,66.01599999999999,50.0,residential,1,1
9864,2515962046,514541475,76.364,30.0,tertiary,1,1
9865,2515962059,318759300,12.195,50.0,tertiary,3,0
9866,2515962059,11042689312,82.021,50.0,tertiary,3,0
9867,2532326726,9970549279,176.18400000000003,50.0,secondary,1,1
9868,2534429512,968515113,87.906,50.0,tertiary,1,1
9869,2534433980,3990123466,53.234,50.0,tertiary,2,1
9870,2534433980,2534433988,42.359,50.0,residential,1,0
9871,2534433988,2534433980,42.359,50.0,residential,1,0
9872,2541845407,3868299947,169.86499999999998,30.0,residential,1,1
9873,2541845407,2474040359,93.073,50.0,tertiary,1,1
9874,2554825139,415449529,236.15800000000002,30.0,residential,1,0
9875,2554825139,2554825148,57.043,30.0,residential,1,1
9876,2554825148,415449695,27.483,30.0,residential,1,0
9877,2554825148,2554825139,50.278999999999996,30.0,residential,1,1
9878,2558916051,9258097268,8.153,50.0,residential,1,1
9879,2558916051,11042689310,26.250999999999998,50.0,tertiary,1,1
9880,2559090308,2559090345,12.043,50.0,residential,1,0
9881,2559090345,412870573,37.221,30.0,residential,1,0
9882,2559090345,2559090308,12.043,50.0,residential,1,0
9883,2559090345,342338553,193.89000000000001,30.0,residential,1,0
9884,2567910218,2641923404,81.917,50.0,secondary,3,1
9885,2584166679,3773336621,19.983,50.0,residential,1,1
9886,2584166679,8423787813,17.652,50.0,secondary,1,1
9887,2584166686,6502045904,25.674,50.0,secondary,1,1
9888,2584166686,6502043971,13.928,50.0,secondary,1,1
9889,2612606596,2301848684,257.76,50.0,tertiary,2,0
9890,2612606596,4178326221,65.329,50.0,tertiary,1,1
9891,2618788151,2618788153,20.542,50.0,residential,1,0
9892,2618788151,2618788152,192.35799999999998,50.0,residential,1,0
9893,2618788151,540435503,91.881,50.0,residential,1,0
9894,2618788152,2618788153,104.328,50.0,secondary,3,1
9895,2618788152,2618788151,192.358,50.0,residential,1,0
9896,2618788153,2216978328,210.386,50.0,secondary,3,1
9897,2618788153,2618788151,20.542,50.0,residential,1,0
9898,2634843610,598696127,20.107999999999997,50.0,residential,1,1
9899,2634843610,12974302798,18.118,50.0,tertiary,1,1
9900,2641923404,540431795,177.676,50.0,secondary,2,1
9901,2641923404,4714893624,91.59100000000001,50.0,residential,1,1
9902,2648266077,1574697984,268.665,50.0,motorway_link,1,1
9903,2657949196,8476340122,12.118,50.0,secondary,3,1
9904,2657949196,534365190,59.63,30.0,tertiary,1,1
9905,2657949204,1566055516,100.726,50.0,secondary,3,1
9906,2669862627,534409260,7.003,50.0,primary,2,1
9907,2669862627,6427604009,50.704,30.0,residential,2,1
9908,2669862666,563992905,9.317,30.0,residential,1,1
9909,2669862666,765790376,45.413999999999994,30.0,residential,2,1
9910,2671045788,3227432449,96.251,30.0,residential,1,0
9911,2671045788,2671045801,33.126999999999995,50.0,residential,1,1
9912,2671045801,352939372,193.05200000000002,50.0,secondary,3,1
9913,2683019657,334710408,71.337,30.0,tertiary,2,1
9914,2683019657,357515920,171.845,50.0,residential,1,1
9915,2692325665,2692325666,60.131,50.0,tertiary_link,1,1
9916,2692325665,1366372687,52.263000000000005,50.0,tertiary,2,1
9917,2692325666,446167471,63.626,50.0,tertiary,3,1
9918,2698056298,282404352,88.618,50.0,tertiary,1,1
9919,2716680538,10405482952,19.671,50.0,motorway_link,2,1
9920,2728576314,387490551,205.291,50.0,tertiary,1,1
9921,2728576321,417645308,18.588,30.0,residential,1,0
9922,2728576321,417645519,19.708000000000002,30.0,residential,1,0
9923,2728576321,2728576314,24.909999999999997,50.0,tertiary_link,1,1
9924,2757781499,2757804972,92.50399999999999,50.0,residential,1,0
9925,2757804972,1156243430,175.687,50.0,residential,1,0
9926,2757804972,410210121,56.291,50.0,residential,1,0
9927,2757804972,2757781499,92.50399999999999,50.0,residential,1,0
9928,2763587023,345395870,18.638,60.0,secondary,2,1
9929,2763587023,2763587036,25.052,50.0,secondary_link,1,1
9930,2763587025,1164618581,18.436,50.0,primary,1,1
